"","date (UTC)","NO (ppb)","NOy (ppb)","Flag"
"1","2026-08-10 15:00:00",0.318,1.245,0
"2","2026-08-10 15:01:00",0.334,1.258,0
"3","2026-08-10 15:02:00",0.352,1.233,0
"4","2026-08-10 15:03:00",0.362,1.222,0
"5","2026-08-10 15:04:00",0.374,1.214,2
"6","2026-08-10 15:05:00",0.378,1.236,0
"7","2026-08-10 15:06:00",0.393,1.286,2
"8","2026-08-10 15:07:00",0.408,1.388,2
"9","2026-08-10 15:08:00",0.414,1.453,0
"10","2026-08-10 15:09:00",0.416,1.483,0
"11","2026-08-10 15:10:00",0.433,1.556,0
"12","2026-08-10 15:11:00",0.433,1.556,2
"13","2026-08-10 15:12:00",0.464,1.665,0
"14","2026-08-10 15:13:00",0.471,1.771,0
"15","2026-08-10 15:14:00",0.478,1.794,2
"16","2026-08-10 15:15:00",0.49,1.755,0
"17","2026-08-10 15:16:00",0.484,1.657,0
"18","2026-08-10 15:17:00",0.471,1.622,2
"19","2026-08-10 15:18:00",0.451,1.557,2
"20","2026-08-10 15:19:00",0.423,1.513,0
"21","2026-08-10 15:20:00",0.406,1.434,0
"22","2026-08-10 15:21:00",0.408,1.413,2
"23","2026-08-10 15:22:00",0.388,1.367,2
"24","2026-08-10 15:23:00",0.371,1.323,0
"25","2026-08-10 15:24:00",0.344,1.282,2
"26","2026-08-10 15:25:00",0.354,1.335,2
"27","2026-08-10 15:26:00",0.38,1.39,0
"28","2026-08-10 15:27:00",0.402,1.469,0
"29","2026-08-10 15:28:00",0.402,1.476,2
"30","2026-08-10 15:29:00",0.407,1.487,0
"31","2026-08-10 15:30:00",0.42,1.484,0
"32","2026-08-10 15:31:00",0.436,1.49,2
"33","2026-08-10 15:32:00",0.45,1.51,2
"34","2026-08-10 15:33:00",0.45,1.51,2
"35","2026-08-10 15:34:00",0.418,1.416,0
"36","2026-08-10 15:35:00",0.396,1.342,2
"37","2026-08-10 15:36:00",0.39,1.329,0
"38","2026-08-10 15:37:00",0.385,1.323,0
"39","2026-08-10 15:38:00",0.383,1.341,2
"40","2026-08-10 15:39:00",0.394,1.436,0
"41","2026-08-10 15:40:00",0.402,1.514,0
"42","2026-08-10 15:41:00",0.41,1.566,0
"43","2026-08-10 15:42:00",0.414,1.596,2
"44","2026-08-10 15:43:00",0.388,1.607,0
"45","2026-08-10 15:44:00",0.395,1.587,2
"46","2026-08-10 15:45:00",0.391,1.587,2
